UserId,ItemId
1342,1203 2841 2198 987 1755 3241 2129 2299 1002 1861 1681 1383 100 1325 714 490 48 1812 2035 2460 2726 719 2350 2855 3118 2688 458 2128 2216 553 2805 1715 1154 698 2380 1240 2306 2976 868 163 335 241 2385 2555 3187 1593 2537 115 1497 3194 
1343,2537 2757 1920 1673 2258 1200 2299 2841 1693 2070 2928 1402 457 1034 2966 465 2997 2921 988 372 294 2087 1424 454 3037 14 1837 1180 1800 1614 1289 2222 1796 2944 1325 1828 165 3186 956 2962 2401 1071 2874 3127 3142 1648 2862 3241 1722 331 
1344,2651 2470 2173 1268 2350 706 545 1575 1861 2217 2182 1770 964 1213 490 2977 2320 2885 1613 1529 465 294 468 2726 1055 2652 1048 590 2111 163 505 1474 1386 1200 307 1137 259 2809 2855 253 865 1034 2022 2225 331 471 651 2380 2455 2537 
1345,1474 1861 2887 358 1975 1268 2841 1896 25 714 751 319 1002 1336 876 2959 335 2193 91 119 2464 1317 1405 2312 3142 458 2129 1895 2316 553 1383 2262 2499 1299 155 2537 2970 2385 2306 1185 465 734 1193 2089 2940 1812 2022 1450 539 3241 
1346,3178 2039 1336 750 2529 1196 2514 2190 1889 333 1198 1987 2144 3008 412 1127 275 329 1314 1417 702 273 1917 2549 1621 240 2773 2152 1558 1048 2537 1681 77 518 964 2767 494 3220 1053 1575 865 1628 2466 3118 1832 3078 2278 231 639 2570 
1347,1154 1964 2320 2193 2196 1336 333 91 954 2631 1770 1129 2431 981 1896 825 1975 2930 2724 750 856 266 2944 1193 2406 1470 2957 2958 1405 319 1325 3089 3194 1237 629 119 2470 2385 405 673 2115 3118 1417 2413 243 2316 876 3236 275 2299 
1348,505 486 471 1614 1521 571 1720 847 167 1496 1298 2661 2685 585 13 1218 1209 294 1861 334 1325 454 1195 593 231 2855 3026 2282 1765 490 939 3176 749 397 2902 1001 919 1795 2521 384 2627 751 2330 1346 3079 2821 565 2455 2178 836 
1349,1289 1612 868 2470 1990 381 2274 2688 720 532 1185 1748 603 702 1956 3039 1348 1714 1106 1465 2211 3148 1198 2463 3059 2802 2541 501 288 266 2770 2248 2171 1060 405 1180 2435 1922 750 333 2666 523 2944 1237 3178 238 2464 1193 273 1575 
1350,2320 2885 405 2111 2182 100 266 192 1722 2875 868 2541 1922 1348 987 1137 2977 2651 1956 803 1991 1475 2649 1612 1602 2688 2428 241 1941 1071 3142 2805 1268 3145 517 2217 3059 677 272 2799 1200 1990 2714 945 702 603 2933 3039 964 1034 
1351,1956 2724 3022 2541 59 3080 517 2878 2749 431 2163 1923 380 957 1845 324 1024 2470 949 245 2787 2351 865 3181 2850 1922 1817 2703 2885 1141 85 232 935 2147 2312 491 942 2616 1991 2855 1800 1045 987 1193 748 814 1357 2892 2398 435 
1352,1197 1213 1804 2311 1137 1612 3189 532 272 1318 479 100 1071 603 231 192 1942 1157 734 2934 1055 1348 1087 2825 1183 2802 706 1748 1180 1822 945 1547 1920 738 1770 702 471 91 2537 288 1991 167 651 2499 1922 677 117 356 1048 964 
1353,2885 2470 2855 2350 2320 2726 697 1200 845 1770 2750 1567 2173 1784 100 865 45 2841 1575 115 3142 232 1868 1920 803 1857 517 2537 272 987 938 275 490 2198 1818 959 454 910 471 2757 1195 505 2258 814 1956 422 1443 3241 2976 2464 
1354,3236 1922 748 2318 2940 697 2855 2312 1200 870 3022 2435 259 100 865 2652 1417 1498 3118 3089 2024 1071 3130 1371 1198 3148 2108 2182 2754 609 275 1697 814 2095 1737 2824 3078 2359 1470 457 3178 2167 296 2537 84 496 1560 2810 1811 232 
1355,2144 1949 1889 2403 291 2549 999 1465 2013 2772 2404 1778 3032 1870 3178 968 1187 2526 2039 412 2221 3078 84 767 1244 1053 1198 716 3013 1330 1907 2617 1662 3026 1232 134 1835 2814 42 898 632 3239 226 855 2241 1865 1466 550 2622 1793 
1356,517 331 296 1857 644 1239 1046 2541 1443 1237 454 2616 3037 1673 2757 2351 363 2664 1922 479 385 2899 1737 100 1305 1423 1498 2602 1941 2928 1567 46 117 2350 1405 2875 3068 2483 266 255 2470 748 702 1923 2508 1184 2171 2885 1575 2299 
1357,486 1521 1575 13 334 1298 1720 571 2661 490 593 443 2521 2902 2627 2685 919 2174 2651 585 2977 2173 939 751 1861 231 1871 1325 167 1496 2444 3186 1765 2330 1001 1556 2514 613 2075 1182 2879 1119 1034 397 2805 454 1672 1795 465 1130 
1358,1770 706 1868 2117 865 719 3041 468 1853 1295 1339 2455 275 358 3092 1474 2474 2902 2006 842 471 2119 1846 1219 122 3186 676 829 372 197 1767 2307 2661 2966 2428 2115 589 253 1614 2855 545 2089 655 3147 593 954 976 1019 628 1156 
1359,719 3147 486 275 976 496 1761 384 1871 571 426 2862 2320 2645 1298 1513 1521 2726 170 1520 3220 428 1770 1378 1119 1455 2662 1496 919 1715 1156 505 981 454 1352 1338 593 2299 51 332 982 1602 3142 1353 334 13 1444 2966 1259 2652 
1360,517 596 2754 1371 1071 251 1498 2616 2470 748 3091 1122 3090 2652 230 266 1046 1922 1643 479 225 168 3059 2393 2081 1714 2964 761 2688 2850 2579 2222 942 2937 3250 1990 770 2649 457 2236 926 465 192 868 645 2463 1358 14 1505 241 
1361,865 2380 2810 2320 1195 2805 2537 1770 545 2885 1048 981 2940 98 3118 553 1861 2958 259 2464 697 302 1417 2312 3189 2638 1377 2022 2039 1200 2460 2850 964 1218 1198 270 1697 1474 266 3032 1193 750 1362 1804 1268 405 1152 3236 2031 1531 
1362,1325 2977 275 706 294 2521 1770 1871 842 905 741 2902 335 3186 2537 1896 2193 1119 319 1686 588 486 1828 2661 865 2638 2862 2117 2232 836 402 1015 1655 1781 2885 1056 2795 346 2878 2958 2275 2555 3241 2392 98 3124 1755 1797 3150 1942 
1363,1575 1755 865 698 496 702 3092 1868 1125 147 3199 2312 1167 2124 92 1722 2805 1455 2232 1325 2392 1407 1347 2754 2206 2537 2837 1192 2671 489 812 2331 522 691 1696 3176 333 1116 2525 1092 981 1399 2845 465 2541 2039 2077 1386 1799 2022 
1364,2726 2541 465 2350 2470 1818 1737 2182 644 987 1770 1268 1956 2652 1567 255 470 964 748 803 1200 2875 1239 2035 2937 491 1941 1197 1060 1371 2810 2217 521 609 1423 2384 2649 3059 868 702 2111 1213 346 2464 1290 1991 168 3064 1102 2551 
1365,1797 1432 2316 692 676 3210 2297 1686 751 1895 710 876 2352 1240 2499 2648 155 1644 2594 1415 1861 2970 539 2193 613 1596 1873 1383 2930 119 2652 244 3201 553 1475 2726 1006 3194 2779 2385 2736 2959 239 2225 998 2921 2 1336 1519 1450 
1366,1170 3176 1722 2124 2504 637 2525 3031 1868 1958 2178 1214 332 783 1866 164 487 741 1761 522 2771 2821 676 1755 1353 2971 1985 719 2476 828 2107 92 1743 2007 161 1954 1347 2661 2332 2455 1409 2671 1167 1275 976 2845 1715 865 691 1206 
1367,1681 2971 2117 3124 234 1057 3031 2862 1362 1056 98 1871 3220 677 1268 2661 2455 1722 151 1755 3142 1635 706 2638 2726 163 1259 1377 553 876 2392 2173 1648 1421 471 3147 3118 1761 1684 280 1544 1881 1861 714 588 2977 2958 1977 1353 372 
1368,2225 2163 2749 1386 1470 2262 745 490 845 1474 1861 551 1006 3022 2305 1299 1873 1129 954 1531 2312 1195 1430 589 1339 734 1200 2602 2173 2470 755 3150 1909 633 331 2550 468 2811 1063 3241 2182 1141 1197 2499 423 2841 770 3189 1539 1305 
1369,2805 1268 2182 1575 98 1362 2380 598 405 163 2499 2193 1804 590 1200 1055 734 1770 677 2072 1152 2128 2651 651 1613 2809 1558 865 2320 776 1684 2470 829 2934 2299 2537 1185 1034 1873 2734 2417 2474 981 719 3150 1868 465 231 1957 755 
1370,1941 964 3189 100 163 115 1567 2696 280 98 1048 294 1254 1804 346 1861 1055 1213 2734 865 2217 545 2472 275 590 1939 3118 598 706 2044 3142 783 2932 1547 1529 3064 1195 1040 2398 2325 1386 2937 1520 465 3257 2428 475 490 719 1868 
1371,2320 1348 1465 2541 517 521 2726 2616 2022 100 1818 1737 2885 1722 2350 3148 3130 987 470 2351 1197 1741 255 2754 2435 3250 2464 2688 2470 2652 803 870 3091 2933 2937 2171 3090 2875 2782 3145 1474 748 3059 1371 1106 1289 3178 3247 3233 761 
1372,553 2651 1575 2836 1059 1193 98 2940 712 2024 2734 1200 1377 2724 2072 1023 609 465 2664 1558 1424 2031 2885 521 294 1055 2855 490 2833 2108 2070 598 266 734 1812 964 1984 2323 2339 444 1325 949 2296 163 1754 1604 1362 117 1684 18 
1373,1575 231 2805 2182 1804 1048 1861 2193 2651 1558 98 1213 2810 2217 712 2115 405 3189 776 2726 734 714 1197 505 1941 651 2537 598 2470 444 1755 1474 1200 2320 2885 1386 2652 3106 2312 655 1770 2499 2022 2474 2809 3241 2464 2350 275 1984 
1374,702 1681 275 865 2299 117 2320 1295 1059 1734 2726 2030 1200 706 1324 2651 2855 1812 964 1770 1784 2541 2997 167 2460 1268 1197 1193 1307 2946 1800 1213 2350 812 3118 2182 221 2750 2217 385 2117 1956 2208 496 2805 2466 3189 2664 1386 1352 
1375,1455 1681 865 231 698 1949 637 3032 2392 3078 2039 1092 1193 1648 2464 1474 2024 2380 3092 2312 333 273 706 1696 3142 1799 2455 2555 2940 1812 2833 412 1131 691 2525 2466 1755 146 1889 1167 1200 2107 3118 226 384 3220 828 92 1804 2117 
1376,1197 1770 275 2514 2885 2805 2312 2320 2350 545 1417 231 2351 1812 3118 2855 1156 1386 2940 938 259 865 958 2022 496 2651 702 1307 2455 3041 1673 1348 2537 697 465 750 3181 1195 1861 1942 117 475 2464 2638 1325 2841 2460 2977 719 706 
1377,1386 465 2885 2022 2472 115 1575 2883 1195 2696 1443 2398 2537 1239 517 346 48 2006 2464 275 964 471 490 1868 2541 1197 2986 2044 644 2937 2750 1956 2976 1474 1185 280 719 988 1088 505 2384 2661 1268 1973 706 2351 2932 3064 2875 1681 
1378,1529 863 2088 682 2881 1762 2022 307 1189 830 1220 2339 718 253 2568 2908 611 1386 312 1927 2817 2677 697 3242 1452 2370 3250 1700 2096 1963 1723 1090 1777 745 2522 2182 2962 396 2225 2236 2972 294 1168 2844 2213 2107 2455 2011 1158 2763 
1379,702 517 945 100 1071 1612 596 2350 1237 241 470 2351 3148 1498 479 1643 521 2435 238 2652 3091 3130 2343 1741 868 2799 870 2850 3233 2081 1318 1122 2728 1137 1475 251 942 2111 2880 2380 2825 1990 405 2393 3039 2782 1046 2937 1396 2874 
1380,1871 170 842 402 457 117 15 2664 1184 2007 443 167 486 2444 2066 2514 2173 2795 2805 361 363 0 46 938 1835 585 2275 2521 663 1130 335 1931 3182 458 1264 2770 110 2034 2613 1456 2282 3068 2622 1917 370 3127 2415 1015 2174 3142 
1381,1567 100 454 2551 2055 3064 2472 465 2325 2217 2428 2308 1088 3049 1964 783 2111 1147 1591 229 1941 2464 3257 2810 1446 2595 1185 292 423 2488 517 1474 2649 2398 1612 3189 140 1520 1695 2182 2914 2585 3052 62 1238 2944 1128 603 814 231 
1382,3091 3145 645 803 987 596 1122 2311 3247 1737 532 926 3039 230 2405 1577 2728 2236 356 2167 14 1992 501 1318 2579 679 1315 921 2802 2201 2825 2666 1748 1396 1370 2957 916 2778 2770 381 853 511 852 1494 2211 2564 3087 405 2171 2880 
1383,845 468 122 2002 2350 1529 1281 128 863 422 331 1784 1063 2309 1517 2086 1386 1567 2652 2962 2088 2881 2411 115 197 2538 2262 2819 1430 100 454 1533 2339 2369 2885 2750 1762 1920 803 1200 1212 1462 1168 910 1159 2960 186 2972 1332 312 
1384,545 1529 2841 2262 1531 745 655 1159 2743 2878 2651 1034 2885 1517 2309 2011 2351 2299 2960 2881 1268 1305 589 2749 1861 270 1762 2339 814 2702 949 2546 651 294 1200 2182 1006 2369 2217 2431 3150 905 1797 2908 2225 1332 253 2652 1902 1195 
1385,2312 2537 2940 496 1868 2455 945 1197 2464 1949 275 1693 706 968 1195 697 2179 2547 2031 465 2039 719 333 2222 2971 3078 3229 1455 1193 277 637 2541 505 417 226 2706 2514 2463 1835 1722 1770 898 1013 402 3142 663 2108 3148 1424 770 
1386,1861 1325 231 954 1405 714 2514 1268 2385 3142 938 2810 751 613 856 553 1154 1048 825 2297 2312 1152 1474 2031 676 2959 335 25 1015 333 2464 1975 1797 1005 405 2887 2940 2537 358 2217 1531 1002 1224 2193 655 1200 2809 1383 1193 91 
1387,2464 2547 1200 275 1868 2706 2013 412 2651 767 2007 1307 88 1198 2458 1013 1648 2180 968 1059 3248 698 1048 663 2144 1677 1386 2526 2837 1330 828 1907 2805 417 1673 2179 1336 770 2463 1189 3101 2445 3109 15 2549 584 662 166 859 277 
1388,1237 1558 2805 2361 3118 475 0 1984 1034 1198 2724 98 3089 302 1804 266 2836 2958 3236 750 2167 1941 294 981 2299 2095 1362 1008 150 2623 2320 3001 2020 748 2437 125 2850 1497 2470 949 2741 897 1999 2810 2182 333 590 2734 1549 1377 
1389,2470 454 1325 471 1443 505 1185 2977 1915 1088 1567 1614 2652 2555 486 2460 100 2299 1942 1857 346 3186 3037 2066 2537 1973 714 490 869 3241 588 1720 1684 2006 2645 2472 1054 593 1154 1272 644 147 1681 362 2380 48 384 2325 296 2455 
1390,1575 231 1185 2350 505 1417 1325 2514 1195 333 471 2805 2885 3178 2464 2470 2855 3142 2115 938 3241 588 1770 2536 2940 2706 167 714 750 1861 1348 1474 2312 457 2902 1677 1405 545 2651 1922 2066 2144 2039 307 358 3041 2222 1614 2320 1871 
1391,412 329 1637 1013 427 1579 1193 2867 1185 968 2278 2497 1160 2031 2633 1835 1756 1465 2012 333 1274 1956 2855 2222 1417 848 3026 2024 3236 338 2536 2120 84 1693 1023 1662 663 2190 859 2013 639 2480 2650 3022 2100 3209 1786 702 517 1429 
1392,2814 1465 3178 412 2007 1868 1648 2222 662 2464 1348 2339 968 719 92 1167 2463 2537 3139 767 2030 663 2022 2179 1835 3127 716 2574 2180 1013 1681 3110 697 2818 698 3032 1424 1860 3229 226 275 3078 702 2480 221 1185 1673 277 976 2034 
1393,2006 521 346 1290 486 1102 100 2464 2883 2521 13 465 783 1784 1001 475 987 1200 2384 545 2398 3064 2198 490 1088 3073 2126 803 470 2055 2361 423 1133 1577 3049 3059 1498 593 765 307 964 3186 3241 842 2855 1864 2142 1520 2463 2291 
1394,1956 2320 2726 2086 3142 1063 2088 2541 1339 745 122 1800 2538 2885 284 1818 1770 3229 1517 385 2006 3182 1034 1505 697 2616 2339 2350 2359 2171 1972 1462 870 830 1737 2012 15 1734 2875 1983 545 338 2384 307 3049 942 1133 2002 1723 2706 
1395,2320 1575 1197 231 2039 2470 1348 457 719 2350 1386 3178 702 2855 2537 2885 3032 2464 1336 3142 100 3078 706 2514 1455 1200 517 1722 2024 1196 2022 1465 1956 2455 147 3241 412 1673 465 2351 1325 663 2312 1693 117 2940 1868 588 2007 1923 
1396,1784 2537 100 938 2855 2351 3142 2055 1737 3052 2541 2472 2463 2325 1106 454 1871 2661 1239 2986 48 497 1046 292 2616 945 2645 783 663 2841 748 3041 1156 471 1498 865 2066 1026 1031 3014 1684 780 2902 1034 46 2080 2464 358 2222 2474 
1397,1465 2940 2537 2022 702 1693 2039 1793 1949 333 3032 412 1455 2885 457 2514 3229 663 1868 1200 2541 2222 2179 3078 427 3127 945 2706 2320 18 2403 2814 1860 697 698 2031 1013 3248 1197 2536 1474 898 2180 2351 662 494 3209 1405 1754 859 
1398,2431 1474 938 1896 2546 2413 1964 1432 1299 3150 1154 1325 319 2550 1317 2474 1200 335 2866 2406 1268 1224 1797 2129 2217 2305 243 1054 655 2887 2316 714 358 692 2885 1088 734 2320 2652 2726 836 1895 876 3241 1770 458 505 2297 3243 2113 
1399,1804 125 2020 98 1137 2417 677 1008 1362 1951 1387 2193 732 731 1937 1549 150 2916 651 2072 1507 1912 776 1296 1636 64 27 2499 1873 1475 734 126 1550 3009 2368 1691 2931 544 2852 2076 191 2056 3118 2954 1684 595 1368 657 2360 2131 
1400,2413 91 2652 1991 1299 2550 1117 241 2147 1612 3150 2799 2428 692 1722 803 1964 2977 2216 2957 2688 921 1317 319 288 2874 192 2182 2344 1183 961 1045 3145 1386 2474 1089 121 2057 1686 1470 2406 2721 1572 1714 1952 3059 2217 2115 337 942 
1401,2977 2173 471 593 2521 170 1130 1846 1853 3186 1533 2902 954 856 2075 2444 910 2811 1614 1521 847 3241 1349 1896 1119 334 2812 1158 751 3077 2786 1474 3223 3079 1054 1242 1115 1298 1165 1556 1272 1496 2307 2855 192 2522 3052 836 1452 490 
1402,2470 2350 545 333 2299 266 1529 1386 302 697 3118 1956 2167 2885 431 2312 2095 2351 2855 2958 3078 2173 845 1348 0 331 702 465 2380 3158 2810 971 748 1677 1531 1923 712 521 3189 2464 2743 1193 1198 405 275 2652 1573 2435 2127 270 
1403,2810 1575 1200 2193 981 1941 964 294 98 1362 1377 553 2805 3189 1268 3118 2724 270 1048 865 1213 163 2726 405 2638 1861 2182 2496 266 292 100 2270 275 2163 2652 302 2070 2217 1055 1558 475 2734 2398 333 590 2385 1784 545 1389 2799 
1404,2470 1474 1784 3022 1922 2541 517 926 3247 2883 1195 362 2179 2867 2878 454 2163 2171 845 1020 2529 2885 1239 2787 2338 3049 987 1302 2055 945 1141 338 3229 2350 2616 157 1194 1060 1818 589 748 1443 1789 3064 1825 1470 3008 1200 2986 2631 
1405,259 3090 1386 2435 2086 2361 1281 1194 2411 1063 1956 1529 1034 870 2850 3158 128 1462 3236 1340 863 1430 422 307 969 2088 845 1713 2677 2320 2095 611 3202 1741 2844 2370 2350 1122 2022 3148 2750 991 1972 266 2714 761 284 183 526 706 
1406,968 2312 865 275 1575 1348 333 1465 496 945 702 2537 2814 1949 2039 1455 1860 2030 1386 1868 1185 3078 1793 3032 412 719 2706 3127 2818 3110 273 2005 1134 18 770 3248 1693 812 2547 231 1023 2013 1197 226 1754 1059 697 457 662 2007 
1407,1048 1558 1213 1984 590 553 1152 3106 1613 1804 2385 598 2734 2810 3189 1941 1575 1185 403 2985 1684 1309 2437 36 1852 1957 1873 2833 1480 2869 2859 92 734 98 358 1976 2193 2182 2217 2072 1531 2296 231 976 559 2312 1383 2020 1507 1267 
1408,3176 2845 384 573 275 3031 2206 975 981 487 2193 2463 1099 1803 333 719 489 415 2898 3040 1684 1755 2940 483 1455 3139 1409 1743 609 2398 1958 678 1181 3236 2833 3147 380 3030 1593 2855 1112 1075 1056 267 2862 2030 2441 2259 486 2525 
1409,385 3127 2299 275 1681 770 2855 2940 2537 1770 2066 3178 1034 501 457 698 609 2726 865 702 2320 1857 2024 2463 1013 2312 1505 1156 1693 1784 1405 1868 517 1443 1465 1755 296 1268 1942 2928 697 1800 964 46 2222 2006 1793 277 3237 1673 
1410,1861 1575 2193 2810 2651 1152 1268 2385 1383 294 1613 2217 2809 677 637 2537 613 981 163 1684 2392 2306 2971 1474 1200 2565 1213 1770 2470 2734 3031 2380 1005 1387 3221 1055 2455 1947 1957 1262 1362 358 714 2869 838 275 2474 2437 2661 751 
1411,676 1002 1474 231 1224 1975 3210 358 1575 1054 1895 825 3194 2196 613 2887 1896 2546 856 886 938 998 2959 629 119 1861 1686 1325 1005 2779 319 751 1596 2631 3221 714 2811 2297 2115 1006 1299 2164 1088 2648 866 155 836 539 2337 1450 
1412,770 1784 2696 945 2937 1749 1023 423 3023 115 2100 2971 299 1505 338 1034 2312 3049 765 3241 496 1204 1922 2359 1956 457 3158 2351 783 2338 186 2086 2463 3229 780 3109 3073 1239 346 2940 2369 3178 1793 1818 2933 3194 422 3064 1193 1417 
1413,2108 1567 783 117 845 296 2127 3142 84 1673 2144 1218 396 698 3237 2652 2470 2536 2007 770 1949 663 2537 702 1197 1793 1648 1196 2831 639 3127 1307 3032 3037 3041 712 918 15 609 1424 2312 1693 128 3013 1189 2547 2031 273 1443 2398 
1414,3178 898 968 3013 291 2013 1889 2814 2547 918 2312 1330 2526 494 1870 1187 226 716 427 2549 3032 275 1244 1835 859 496 2180 84 1860 333 1336 1778 1868 522 2031 992 999 1907 2007 2772 762 689 2831 1793 1167 3248 175 1198 830 88 
1415,2350 2111 294 333 100 2361 2885 748 964 525 2724 1386 2167 266 307 2095 302 475 517 2850 2318 1697 2726 702 1239 2824 2541 2638 1377 3059 545 803 971 2805 2649 2855 1023 521 3130 1784 958 2875 532 868 346 2958 1560 2741 865 2398 
1416,1386 1465 1956 2514 2885 1197 702 3178 2179 1336 945 697 3229 1949 3078 3090 2312 1575 457 2536 3032 496 2435 756 770 2351 3013 2024 333 2652 2039 2706 2022 2144 84 2031 1693 2108 2537 2651 3148 2549 427 750 2831 259 968 1793 1193 417 
1417,471 637 741 706 1365 837 1130 443 588 2726 3156 465 1386 842 402 1755 1614 2006 1722 3237 2921 2902 1325 655 1648 2291 2555 2350 1474 960 2320 714 2855 1828 3035 2812 2652 1784 2977 3186 170 213 2521 1770 280 1765 2966 2795 2613 164 
1418,651 1213 2499 598 3189 2651 1055 2810 1804 98 1941 1861 553 677 2417 2072 590 876 2368 1575 2734 405 2809 1871 64 582 755 2128 1912 2565 856 829 1152 2385 1387 1558 1325 1349 163 1909 1852 1362 1025 335 1200 2811 2020 36 712 2934 
1419,1575 1336 2024 275 505 856 697 1755 3178 226 335 1193 719 2392 2537 2115 2144 898 954 1325 1614 1386 2022 2013 2031 3013 231 1465 3229 2404 2455 3176 2526 676 865 2841 1455 1196 3210 2845 2795 84 714 2885 702 2039 2814 2007 2351 2431 
1420,845 2173 1020 697 2351 2885 2086 1281 2651 2455 1529 465 1197 331 2855 2977 1430 745 1339 2538 505 2470 122 84 2754 2179 1575 2350 2537 2002 2127 1474 545 865 485 1818 471 2652 596 468 1722 457 1200 14 3241 470 396 1159 1868 655 
1421,1325 471 2651 1871 2182 2350 655 2115 1268 1200 719 465 2726 2652 2470 3186 443 1770 1197 2537 1804 98 2464 2022 1185 2217 734 2855 1195 1213 490 3189 2320 1868 1558 170 1034 865 2810 2977 837 1941 856 964 3241 2958 275 457 1365 384 
1422,2724 333 1697 2167 2318 981 1417 1770 3089 475 2824 1237 1023 2299 971 2365 0 1362 2270 1198 1999 1529 1389 2984 2193 270 2131 2514 1181 2955 2633 2463 685 3001 1301 1052 2239 98 2958 493 2496 2805 1677 2001 1941 3181 2634 1274 577 3189 
1423,100 1185 1784 512 2875 2470 1681 698 229 1020 517 1289 2541 2874 1239 2537 241 2932 2962 166 845 1567 1332 497 803 2819 1991 122 1339 2977 2127 2351 1455 719 1956 465 1920 2649 865 596 45 3003 2258 964 2176 2568 1465 2398 280 2463 
1424,1575 471 2537 231 1200 1195 2455 275 2845 1325 358 676 865 1715 2902 1868 3176 486 13 3220 3040 294 783 3031 719 1185 2178 847 1521 3142 1861 3186 1614 334 2521 2514 2392 3079 2971 1130 1262 2117 988 1684 2878 838 571 976 2966 2821 
1425,2905 2866 2147 2800 3051 224 786 2181 2878 1141 121 1406 1064 2431 935 2087 908 1867 311 809 2270 3150 1554 28 1278 3080 577 1389 1991 57 2386 2344 917 1453 2591 98 114 157 651 2365 2787 1169 1710 754 3058 2056 431 1276 2279 921 
1426,45 232 803 1714 2750 3090 3059 2111 2976 959 1920 1811 214 748 532 596 1879 2035 2258 1340 991 497 1071 1498 957 2064 1204 453 3236 1494 834 1160 1827 2478 2299 1901 910 2236 328 1634 2757 2844 14 2369 1145 1379 1512 2855 307 74 
1427,3089 3189 98 2724 2318 2182 2805 1941 2824 545 2380 1362 1612 1804 1213 788 2638 1377 685 2167 1956 1991 1055 971 525 755 3236 2056 1237 1034 163 958 1152 521 2799 1268 1529 3118 712 307 597 1984 2193 2576 2541 2095 748 1613 1480 2385 
1428,593 1521 1298 939 919 1496 1765 1219 1209 2685 984 2282 454 2330 1182 2521 2398 1802 1795 1001 2976 264 3162 3186 2900 1556 1871 283 1152 2607 2822 2075 1346 2494 3040 3046 228 3237 2795 749 213 3176 3079 2082 295 836 53 51 2809 1130 
1429,1575 333 2724 294 2320 2470 266 981 1770 307 3118 2805 545 1197 750 275 2312 2022 3236 475 2885 2318 1386 1923 2361 302 2464 2193 865 3078 2940 1377 1195 1307 1956 3089 2537 1193 2514 2855 702 471 1023 457 2536 938 1185 1677 1348 1465 
1430,2811 1474 987 3241 2887 1896 836 751 1861 1054 91 2262 1224 505 1325 938 3142 825 676 319 335 2431 1154 655 1317 2474 1797 2631 155 1002 2297 2113 2217 2196 2841 1268 2546 1269 1006 2129 1386 2413 1094 714 458 2316 539 1415 3210 239 
1431,266 3080 2749 949 1470 2406 1820 238 1229 911 2037 1453 464 721 961 2703 504 2435 3024 2778 1686 2866 114 2270 1276 957 592 1638 45 2838 2446 1358 3051 103 2344 2127 2980 1071 1406 2572 1389 214 1400 2541 1922 2800 2429 2757 2733 311 
1432,698 719 2320 1755 981 2117 2966 294 489 1125 1200 1386 1268 2232 150 3092 976 3031 1196 241 3118 1648 2127 1030 1939 1770 553 1213 2837 1318 2182 2070 2476 2688 234 1092 2392 3189 1071 1958 1567 2124 1804 1362 1533 2470 1051 1866 1761 1000 
1433,981 2380 2638 545 1362 1034 3189 553 2810 1861 2651 677 712 2724 1804 163 405 1152 1852 2299 1268 275 2182 333 266 3089 865 1325 2985 1213 307 1684 1957 2576 1984 270 1529 958 490 1055 2111 231 1613 2565 2070 1475 964 1008 2496 971 
1434,91 2887 1975 2196 836 1432 1299 2129 1797 3210 2413 1129 155 1895 2406 2546 655 337 2959 2841 1088 2889 1686 394 2550 3241 2866 990 2930 358 1650 3243 629 2970 505 2957 710 1268 2305 1415 119 2362 1117 692 676 1518 829 1596 2352 2594 
1435,553 1213 2225 2934 1613 1055 1268 1152 1137 2809 776 1507 1909 677 1387 1162 2385 405 1804 2931 163 126 98 1659 732 64 1475 1531 815 582 3106 1041 1984 2805 595 1852 759 1957 1241 1480 1025 403 1085 2985 829 2076 731 3009 1362 3107 
1436,294 1034 2805 2724 3118 333 2470 3089 2380 3236 0 958 302 275 1922 545 98 2810 2270 3181 949 1861 2070 1573 2361 1389 865 712 1941 2350 2001 1999 2318 431 2623 2850 270 3189 1529 1697 2022 750 2537 553 2437 1558 2576 1193 1417 2312 
1437,122 2086 1281 2411 803 697 2651 512 2384 3250 2855 1972 521 770 2578 1357 702 2464 1498 1090 549 312 115 2972 1340 255 3129 2986 2819 3022 1983 765 1193 2176 2702 2069 1927 2817 3023 1963 168 1811 1137 2225 84 870 654 491 497 232 
1438,2463 2006 2940 117 2222 783 1567 296 2750 968 18 2012 2320 380 2339 1102 1455 719 1443 2726 454 1023 517 1465 1784 2455 3073 1579 1197 1923 2007 100 2350 457 2966 1290 697 338 496 830 2902 2024 2470 1185 167 3022 1693 1112 402 702 
1439,2805 1770 525 971 1861 302 2380 2958 545 266 3236 2955 0 2001 1941 431 1200 1922 1852 2537 958 2385 2361 1684 275 577 1697 1573 2070 2850 1999 2576 865 1529 677 1052 2318 1558 405 1048 3189 2111 2824 2095 3031 2741 2312 2131 685 1193 
1440,1474 505 2537 2193 1868 1197 2217 553 2855 2115 3142 1224 2651 2726 1755 1200 2351 836 714 405 2182 2977 637 1195 98 2380 1770 2464 358 3241 2320 734 335 981 1812 655 1213 3150 490 294 471 2312 2299 2940 706 3189 876 1156 1941 1531 
1441,2464 2144 1193 1956 2024 1185 2463 2549 465 2536 18 698 1907 517 3022 1681 100 1648 918 830 2441 770 2944 1155 2007 2108 1586 2133 427 457 1835 3049 1820 2547 2013 2622 1889 3032 2470 88 2875 3114 275 1443 2339 1053 2551 273 1793 609 
1442,2805 2537 231 865 1868 714 1156 2299 2193 3040 1224 655 1734 167 98 2885 981 471 2855 505 2022 1770 1861 275 243 1197 1059 1755 1648 2602 2024 2664 2431 2470 698 2997 2392 553 1295 2128 741 629 335 651 783 2007 2841 1474 609 676 
